date,profile,rolling_tail_risk,risk_score,risk_score_available,minimum_raw_crypto_budget,maximum_raw_crypto_budget,raw_crypto_budget,raw_equity_budget,raw_budget_available
2021-12-31,growth,0.0780920808393098,51.7910447761194,True,0.1,0.3,0.1964179104477612,0.8035820895522388,True
2022-01-31,conservative,0.0823514270204458,57.34664764621969,True,0.0,0.1,0.042653352353780316,0.9573466476462197,True
2022-01-31,balanced,0.0823514270204458,57.34664764621969,True,0.05,0.2,0.11398002853067048,0.8860199714693295,True
2022-01-31,growth,0.0823514270204458,57.34664764621969,True,0.1,0.3,0.1853067047075606,0.8146932952924394,True
2022-02-28,conservative,0.0728313155296015,39.09465020576132,True,0.0,0.1,0.060905349794238686,0.9390946502057613,True
2022-02-28,balanced,0.0728313155296015,39.09465020576132,True,0.05,0.2,0.14135802469135803,0.858641975308642,True
2022-02-28,growth,0.0728313155296015,39.09465020576132,True,0.1,0.3,0.22181069958847738,0.7781893004115226,True
2022-03-31,conservative,0.0597575067252199,19.210526315789473,True,0.0,0.1,0.08078947368421054,0.9192105263157895,True
2022-03-31,balanced,0.0597575067252199,19.210526315789473,True,0.05,0.2,0.1711842105263158,0.8288157894736842,True
2022-03-31,growth,0.0597575067252199,19.210526315789473,True,0.1,0.3,0.261578947368421,0.738421052631579,True
2022-04-29,conservative,0.0661928736832527,24.20785804816223,True,0.0,0.1,0.07579214195183778,0.9242078580481622,True
2022-04-29,balanced,0.0661928736832527,24.20785804816223,True,0.05,0.2,0.16368821292775665,0.8363117870722434,True
2022-04-29,growth,0.0661928736832527,24.20785804816223,True,0.1,0.3,0.25158428390367554,0.7484157160963245,True
2022-05-31,conservative,0.1036648531803156,81.97320341047502,True,0.0,0.1,0.018026796589524968,0.981973203410475,True
2022-05-31,balanced,0.1036648531803156,81.97320341047502,True,0.05,0.2,0.07704019488428746,0.9229598051157125,True
2022-05-31,growth,0.1036648531803156,81.97320341047502,True,0.1,0.3,0.13605359317904994,0.86394640682095,True
2022-06-30,conservative,0.1139390110615981,85.19388954171563,True,0.0,0.1,0.014806110458284366,0.9851938895417156,True
2022-06-30,balanced,0.1139390110615981,85.19388954171563,True,0.05,0.2,0.07220916568742652,0.9277908343125735,True
2022-06-30,growth,0.1139390110615981,85.19388954171563,True,0.1,0.3,0.12961222091656874,0.8703877790834312,True
2022-07-29,conservative,0.0824508483960887,58.18181818181818,True,0.0,0.1,0.041818181818181824,0.9581818181818181,True
2022-07-29,balanced,0.0824508483960887,58.18181818181818,True,0.05,0.2,0.11272727272727273,0.8872727272727272,True
2022-07-29,growth,0.0824508483960887,58.18181818181818,True,0.1,0.3,0.18363636363636365,0.8163636363636364,True
2022-08-31,conservative,0.0663977996623439,23.548740416210297,True,0.0,0.1,0.0764512595837897,0.9235487404162103,True
2022-08-31,balanced,0.0663977996623439,23.548740416210297,True,0.05,0.2,0.16467688937568456,0.8353231106243154,True
2022-08-31,growth,0.0663977996623439,23.548740416210297,True,0.1,0.3,0.2529025191675794,0.7470974808324207,True
2022-09-30,conservative,0.0758514931612161,49.09862142099682,True,0.0,0.1,0.05090137857900318,0.9490986214209968,True
2022-09-30,balanced,0.0758514931612161,49.09862142099682,True,0.05,0.2,0.12635206786850478,0.8736479321314952,True
2022-09-30,growth,0.0758514931612161,49.09862142099682,True,0.1,0.3,0.20180275715800636,0.7981972428419937,True
2022-10-31,conservative,0.058649471885812,12.73100616016427,True,0.0,0.1,0.08726899383983573,0.9127310061601642,True
2022-10-31,balanced,0.058649471885812,12.73100616016427,True,0.05,0.2,0.1809034907597536,0.8190965092402465,True
2022-10-31,growth,0.058649471885812,12.73100616016427,True,0.1,0.3,0.27453798767967147,0.7254620123203286,True
2022-11-30,conservative,0.0700362604327545,32.47011952191235,True,0.0,0.1,0.06752988047808765,0.9324701195219124,True
2022-11-30,balanced,0.0700362604327545,32.47011952191235,True,0.05,0.2,0.1512948207171315,0.8487051792828685,True
2022-11-30,growth,0.0700362604327545,32.47011952191235,True,0.1,0.3,0.2350597609561753,0.7649402390438247,True
2022-12-30,conservative,0.0761424976847595,52.804642166344294,True,0.0,0.1,0.04719535783365571,0.9528046421663443,True
2022-12-30,balanced,0.0761424976847595,52.804642166344294,True,0.05,0.2,0.12079303675048356,0.8792069632495164,True
2022-12-30,growth,0.0761424976847595,52.804642166344294,True,0.1,0.3,0.19439071566731142,0.8056092843326885,True
2023-01-31,conservative,0.0449970734859114,8.25515947467167,True,0.0,0.1,0.09174484052532833,0.9082551594746717,True
2023-01-31,balanced,0.0449970734859114,8.25515947467167,True,0.05,0.2,0.1876172607879925,0.8123827392120075,True
2023-01-31,growth,0.0449970734859114,8.25515947467167,True,0.1,0.3,0.28348968105065664,0.7165103189493434,True
2023-02-28,conservative,0.044675002809092,9.049360146252283,True,0.0,0.1,0.09095063985374773,0.9090493601462523,True
2023-02-28,balanced,0.044675002809092,9.049360146252283,True,0.05,0.2,0.1864259597806216,0.8135740402193784,True
2023-02-28,growth,0.044675002809092,9.049360146252283,True,0.1,0.3,0.2819012797074954,0.7180987202925047,True
2023-03-31,conservative,0.0497258828840727,12.088888888888889,True,0.0,0.1,0.08791111111111112,0.9120888888888888,True
2023-03-31,balanced,0.0497258828840727,12.088888888888889,True,0.05,0.2,0.18186666666666668,0.8181333333333334,True
2023-03-31,growth,0.0497258828840727,12.088888888888889,True,0.1,0.3,0.2758222222222222,0.7241777777777778,True
2023-04-28,conservative,0.05047375546635,14.570685169124022,True,0.0,0.1,0.08542931483087599,0.914570685169124,True
2023-04-28,balanced,0.05047375546635,14.570685169124022,True,0.05,0.2,0.17814397224631398,0.821856027753686,True
2023-04-28,growth,0.05047375546635,14.570685169124022,True,0.1,0.3,0.27085862966175195,0.7291413703382481,True
2023-05-31,conservative,0.0375670090484977,2.6138279932546373,True,0.0,0.1,0.09738617200674538,0.9026138279932546,True
2023-05-31,balanced,0.0375670090484977,2.6138279932546373,True,0.05,0.2,0.19607925801011805,0.803920741989882,True
2023-05-31,growth,0.0375670090484977,2.6138279932546373,True,0.1,0.3,0.29477234401349073,0.7052276559865093,True
2023-06-30,conservative,0.0485413030948913,14.473684210526317,True,0.0,0.1,0.08552631578947369,0.9144736842105263,True
2023-06-30,balanced,0.0485413030948913,14.473684210526317,True,0.05,0.2,0.17828947368421053,0.8217105263157894,True
2023-06-30,growth,0.0485413030948913,14.473684210526317,True,0.1,0.3,0.2710526315789474,0.7289473684210526,True
2023-07-31,conservative,0.0536787739702087,23.416198877305533,True,0.0,0.1,0.07658380112269447,0.9234161988773055,True
2023-07-31,balanced,0.0536787739702087,23.416198877305533,True,0.05,0.2,0.1648757016840417,0.8351242983159584,True
2023-07-31,growth,0.0536787739702087,23.416198877305533,True,0.1,0.3,0.2531676022453889,0.7468323977546111,True
2023-08-31,conservative,0.0505246989841056,19.483568075117372,True,0.0,0.1,0.08051643192488263,0.9194835680751173,True
2023-08-31,balanced,0.0505246989841056,19.483568075117372,True,0.05,0.2,0.17077464788732394,0.829225352112676,True
2023-08-31,growth,0.0505246989841056,19.483568075117372,True,0.1,0.3,0.26103286384976526,0.7389671361502348,True
2023-09-29,conservative,0.0440244649195958,9.793420045906656,True,0.0,0.1,0.09020657995409334,0.9097934200459067,True
2023-09-29,balanced,0.0440244649195958,9.793420045906656,True,0.05,0.2,0.18530986993114001,0.81469013006886,True
2023-09-29,growth,0.0440244649195958,9.793420045906656,True,0.1,0.3,0.28041315990818666,0.7195868400918133,True
2023-10-31,conservative,0.0236328519184651,0.0746825989544436,True,0.0,0.1,0.09992531740104556,0.9000746825989544,True
2023-10-31,balanced,0.0236328519184651,0.0746825989544436,True,0.05,0.2,0.19988797610156833,0.8001120238984316,True
2023-10-31,growth,0.0236328519184651,0.0746825989544436,True,0.1,0.3,0.2998506348020911,0.7001493651979089,True
2023-11-30,conservative,0.0326788061359547,3.6523009495982466,True,0.0,0.1,0.09634769905040176,0.9036523009495983,True
2023-11-30,balanced,0.0326788061359547,3.6523009495982466,True,0.05,0.2,0.19452154857560264,0.8054784514243973,True
2023-11-30,growth,0.0326788061359547,3.6523009495982466,True,0.1,0.3,0.29269539810080347,0.7073046018991965,True
2023-12-29,conservative,0.0414113184004166,11.516452074391989,True,0.0,0.1,0.08848354792560802,0.911516452074392,True
2023-12-29,balanced,0.0414113184004166,11.516452074391989,True,0.05,0.2,0.18272532188841203,0.8172746781115879,True
2023-12-29,growth,0.0414113184004166,11.516452074391989,True,0.1,0.3,0.27696709585121604,0.723032904148784,True
