date,strategy,return
2023-01-13,Sector-Neutral Contrarian,0.0026441179911234854
2023-01-17,Sector-Neutral Contrarian,-0.005345087038626539
2023-01-18,Sector-Neutral Contrarian,-0.017856087959857693
2023-01-19,Sector-Neutral Contrarian,-0.0027682739749259498
2023-01-20,Sector-Neutral Contrarian,0.009236965708499703
2023-01-23,Sector-Neutral Contrarian,0.00213708293634549
2023-01-24,Sector-Neutral Contrarian,-0.001983160273086467
2023-01-25,Sector-Neutral Contrarian,-0.0018229869540561726
2023-01-26,Sector-Neutral Contrarian,0.0013529404182124132
2023-01-27,Sector-Neutral Contrarian,-0.0057230793492771955
2023-01-30,Sector-Neutral Contrarian,-0.00485840472259315
2023-01-31,Sector-Neutral Contrarian,0.007033526972212558
2023-02-01,Sector-Neutral Contrarian,-0.022249107869615252
2023-02-02,Sector-Neutral Contrarian,-0.00880479567538136
2023-02-03,Sector-Neutral Contrarian,-0.009191564027304073
2023-02-06,Sector-Neutral Contrarian,-0.0032786448181107175
2023-02-07,Sector-Neutral Contrarian,0.00605244764624579
2023-02-08,Sector-Neutral Contrarian,-0.00967323886047106
2023-02-09,Sector-Neutral Contrarian,-0.0017672781284426837
2023-02-10,Sector-Neutral Contrarian,0.01206679323850509
2023-02-13,Sector-Neutral Contrarian,0.007449981628212723
2023-02-14,Sector-Neutral Contrarian,-0.007505780807434016
2023-02-15,Sector-Neutral Contrarian,0.0006191075150750126
2023-02-16,Sector-Neutral Contrarian,-0.014053735501206572
2023-02-17,Sector-Neutral Contrarian,0.012773208250121463
