fund_name,asset_universe,method,date,turnover
equity_max_sharpe,equity,max_sharpe,2021-03-01,0.49385748485130315
equity_max_sharpe,equity,max_sharpe,2021-04-01,0.5655101813404189
equity_max_sharpe,equity,max_sharpe,2021-05-03,0.5997728308011455
equity_max_sharpe,equity,max_sharpe,2021-06-01,0.19863352653010327
equity_max_sharpe,equity,max_sharpe,2021-07-01,0.45036907607902354
equity_max_sharpe,equity,max_sharpe,2021-08-02,0.225542652647356
equity_max_sharpe,equity,max_sharpe,2021-09-01,0.200189213092236
equity_max_sharpe,equity,max_sharpe,2021-10-01,0.35231532046639064
equity_max_sharpe,equity,max_sharpe,2021-11-01,0.4298450726549879
equity_max_sharpe,equity,max_sharpe,2021-12-01,0.2558164222338344
equity_max_sharpe,equity,max_sharpe,2022-01-03,0.24614923229980035
equity_max_sharpe,equity,max_sharpe,2022-02-01,0.3192712008461146
equity_max_sharpe,equity,max_sharpe,2022-03-01,0.22094267815499896
equity_max_sharpe,equity,max_sharpe,2022-04-01,0.23833201095655396
equity_max_sharpe,equity,max_sharpe,2022-05-02,0.32415177042080984
equity_max_sharpe,equity,max_sharpe,2022-06-01,0.54719100776359
equity_max_sharpe,equity,max_sharpe,2022-07-01,0.2682200934161809
equity_max_sharpe,equity,max_sharpe,2022-08-01,0.14291208997447044
equity_max_sharpe,equity,max_sharpe,2022-09-01,0.24296879262226478
equity_max_sharpe,equity,max_sharpe,2022-10-03,0.20982783009453615
equity_max_sharpe,equity,max_sharpe,2022-11-01,0.378183199604765
equity_max_sharpe,equity,max_sharpe,2022-12-01,0.19898230120565072
equity_max_sharpe,equity,max_sharpe,2023-01-03,0.13649074519207627
equity_max_sharpe,equity,max_sharpe,2023-02-01,0.4175273810878322
equity_max_sharpe,equity,max_sharpe,2023-03-01,0.2716919992548744
equity_max_sharpe,equity,max_sharpe,2023-04-03,0.29376638102671115
equity_max_sharpe,equity,max_sharpe,2023-05-01,0.15153965921025234
equity_max_sharpe,equity,max_sharpe,2023-06-01,0.41897148764304426
equity_max_sharpe,equity,max_sharpe,2023-07-03,0.11729762671707554
equity_max_sharpe,equity,max_sharpe,2023-08-01,0.08986294498506069
equity_max_sharpe,equity,max_sharpe,2023-09-01,0.14396437729794392
equity_max_sharpe,equity,max_sharpe,2023-10-02,0.20886530323662297
equity_max_sharpe,equity,max_sharpe,2023-11-01,0.2792496887890882
equity_max_sharpe,equity,max_sharpe,2023-12-01,0.5251064170706241
equity_min_cvar,equity,min_cvar,2021-01-04,
equity_min_cvar,equity,min_cvar,2021-02-01,0.13230670049951646
equity_min_cvar,equity,min_cvar,2021-03-01,0.070711680698459
equity_min_cvar,equity,min_cvar,2021-04-01,0.5489734923538137
equity_min_cvar,equity,min_cvar,2021-05-03,0.22892490797227388
equity_min_cvar,equity,min_cvar,2021-06-01,0.21988444774208138
equity_min_cvar,equity,min_cvar,2021-07-01,0.32270474610940736
equity_min_cvar,equity,min_cvar,2021-08-02,0.08280439655872214
equity_min_cvar,equity,min_cvar,2021-09-01,0.012756107490124983
equity_min_cvar,equity,min_cvar,2021-10-01,0.33235214381623607
equity_min_cvar,equity,min_cvar,2021-11-01,0.31695436559073353
equity_min_cvar,equity,min_cvar,2021-12-01,0.3473513208465698
equity_min_cvar,equity,min_cvar,2022-01-03,0.12735020649950396
equity_min_cvar,equity,min_cvar,2022-02-01,0.32090766960203054
equity_min_cvar,equity,min_cvar,2022-03-01,0.555204366626964
equity_min_cvar,equity,min_cvar,2022-04-01,0.4681392328762124
equity_min_cvar,equity,min_cvar,2022-05-02,0.3809461318544008
equity_min_cvar,equity,min_cvar,2022-06-01,0.29285239380254735
equity_min_cvar,equity,min_cvar,2022-07-01,0.43226838497230585
equity_min_cvar,equity,min_cvar,2022-08-01,0.05627598690037562
equity_min_cvar,equity,min_cvar,2022-09-01,0.16190622330207252
equity_min_cvar,equity,min_cvar,2022-10-03,0.4161504149176922
equity_min_cvar,equity,min_cvar,2022-11-01,0.13653995246495285
equity_min_cvar,equity,min_cvar,2022-12-01,0.2907848222528695
equity_min_cvar,equity,min_cvar,2023-01-03,0.2202035808674571
equity_min_cvar,equity,min_cvar,2023-02-01,0.17300102142173393
equity_min_cvar,equity,min_cvar,2023-03-01,0.25306187537655134
equity_min_cvar,equity,min_cvar,2023-04-03,0.15731762457188272
equity_min_cvar,equity,min_cvar,2023-05-01,0.22495236267678678
equity_min_cvar,equity,min_cvar,2023-06-01,0.4328899636455638
equity_min_cvar,equity,min_cvar,2023-07-03,0.25146581341534335
equity_min_cvar,equity,min_cvar,2023-08-01,0.14104172563189407
equity_min_cvar,equity,min_cvar,2023-09-01,0.39689600209298803
equity_min_cvar,equity,min_cvar,2023-10-02,0.39993215950439565
equity_min_cvar,equity,min_cvar,2023-11-01,0.3702702516649917
equity_min_cvar,equity,min_cvar,2023-12-01,0.21766711465342453
equity_min_variance,equity,min_variance,2021-01-04,
equity_min_variance,equity,min_variance,2021-02-01,0.05527449860200166
equity_min_variance,equity,min_variance,2021-03-01,0.09364656907321481
equity_min_variance,equity,min_variance,2021-04-01,0.2985399686952344
equity_min_variance,equity,min_variance,2021-05-03,0.19806639580454738
equity_min_variance,equity,min_variance,2021-06-01,0.1115579524697796
